comparison,dataset,scope,candidate_nmae_pct_fs,reference_nmae_pct_fs,candidate_minus_reference_pct_fs,relative_error_reduction_pct,acc_at_2_gain_percentage_points,acc_at_5_gain_percentage_points,replicates,seed,rows_per_seed,ci95_low_pct_fs,ci95_high_pct_fs,relative_reduction_ci95_low_pct,relative_reduction_ci95_high_pct,groups,source_seed_count
geoprr_minus_yolo,syncg,blur_severe,0.7049512423059899,0.6562547661609559,0.04869647614503406,-7.420361520557788,-1.983333333333348,-0.24166666666667336,20000,20260910,4000,-0.03268545602557401,0.11907040475637629,-20.16988165444169,4.493832030718887,145,3
geoprr_minus_yolo,syncg,perspective_moderate,0.8715777790626952,1.6531257422110848,-0.7815479631483895,47.27698221570583,19.525000000000002,2.0999999999999908,20000,20260911,4000,-0.8463355780497976,-0.7152644104839222,43.86064755389461,50.30953713933566,145,3
geoprr_minus_yolo,syncg,perspective_severe,1.055643228172077,13.265875789622358,-12.210232561450281,92.04241585770096,64.9,45.31666666666667,20000,20260912,4000,-12.720856793247105,-11.683724328463546,91.48782448685007,92.53259347982312,145,3
geoprr_minus_yolo,syncg,combined_severe,1.2411200741384791,17.869226744087904,-16.628106669949425,93.05442763745158,66.17500000000001,51.19166666666668,20000,20260913,4000,-17.310920283740366,-15.946290976926857,92.54313928583007,93.52577167101455,145,3
geoprr_minus_yolo,syncg,perspective_pair,0.963610503617386,7.459500765916722,-6.495890262299336,87.0821046360069,42.2125,23.708333333333332,20000,20260914,8000,-6.758658755310546,-6.235581111539046,86.2269587919211,87.84875047186692,145,3
geoprr_minus_yolo,syncg,projective_three,1.0561136937910836,10.929409425307115,-9.873295731516032,90.33695552345542,50.2,32.869444444444454,20000,20260915,12000,-10.237961620220359,-9.492711348806603,89.6855157043672,90.90994206114085,145,3
geoprr_minus_vdn,syncg,all_conditions,0.8726076663887843,5.0128777196393175,-4.140270053250533,82.59267998957755,25.45833333333333,15.112499999999995,20000,20260907,24000,-4.311756301954478,-3.968817384605877,81.55821282275164,83.55114931213508,145,3
geoprr_minus_vdn,syncg,clean,0.6803549756196825,0.9476681806384113,-0.26731320501872885,28.20746865623885,4.85833333333332,0.22499999999999742,20000,20260908,4000,-0.32186613609864667,-0.2180270713999409,23.868284465683566,32.57020072588668,145,3
geoprr_minus_vdn,syncg,blur_moderate,0.6819986990337821,0.9636657653232966,-0.28166706628951454,29.228709416175963,5.033333333333323,0.3833333333333466,20000,20260909,4000,-0.34587090720804003,-0.22539196949029924,24.465996299937668,33.819087485146234,145,3
geoprr_minus_vdn,syncg,blur_severe,0.7049512423059899,1.2537386327453792,-0.5487873904393893,43.7720730705793,7.54999999999999,1.258333333333328,20000,20260910,4000,-0.6438680285466599,-0.4618366959115086,39.499973391555095,47.82306233251426,145,3
geoprr_minus_vdn,syncg,perspective_moderate,0.8715777790626952,1.3085470357547673,-0.436969256692072,33.39346960807023,9.84166666666666,0.4666666666666597,20000,20260911,4000,-0.49872783166056356,-0.37398607632718733,28.975848847214007,37.280020698652,145,3
geoprr_minus_vdn,syncg,perspective_severe,1.055643228172077,10.463477234898612,-9.407834006726535,89.91116237486317,62.74999999999999,42.074999999999996,20000,20260912,4000,-9.850046824117545,-8.971371102201942,89.1705094137515,90.57712584053385,145,3
geoprr_minus_vdn,syncg,combined_severe,1.2411200741384791,15.140169468475436,-13.899049394336958,91.80246907590622,62.71666666666669,46.26666666666668,20000,20260913,4000,-14.527062390369455,-13.274956048121558,91.18269834438762,92.37211685141632,145,3
geoprr_minus_vdn,syncg,perspective_pair,0.963610503617386,5.88601213532669,-4.922401631709304,83.62880535305075,36.29583333333333,21.27083333333333,20000,20260914,8000,-5.145889320898166,-4.7023813756980335,82.50158105154864,84.65908287230664,145,3
geoprr_minus_vdn,syncg,projective_three,1.0561136937910836,8.970731246376273,-7.91461755258519,88.22711700099475,45.102777777777774,29.60277777777779,20000,20260915,12000,-8.241677155902662,-7.5807159948248275,87.40426618094446,88.95443760939423,145,3
geoprr_minus_deeplab,syncg,all_conditions,0.8726076663887843,10.275702103896574,-9.40309443750779,91.50804823294858,23.786111111111108,18.456944444444435,20000,20260907,24000,-9.66686515146517,-9.142485094345785,91.03058695881624,91.9579872072023,145,3
geoprr_minus_deeplab,syncg,clean,0.6803549756196825,0.45939670514580055,0.22095827047388192,-48.097486986493635,-3.6416666666666764,-0.550000000000006,20000,20260908,4000,0.15242648741340098,0.28093261800364405,-68.62140985040683,-29.19851443618425,145,3
geoprr_minus_deeplab,syncg,blur_moderate,0.6819986990337821,0.4583954911528957,0.22360320788088636,-48.779539109014614,-3.5666666666666735,-0.5666666666666598,20000,20260909,4000,0.15368194611568312,0.28366711006651046,-69.74869532314965,-29.44497914096184,145,3
geoprr_minus_deeplab,syncg,blur_severe,0.7049512423059899,0.5747547965343403,0.13019644577164977,-22.652520093213496,-2.866666666666673,-0.4750000000000032,20000,20260910,4000,0.04229783073981902,0.20684909294959167,-40.91798105207057,-6.378014751260509,145,3
geoprr_minus_deeplab,syncg,perspective_moderate,0.8715777790626952,1.9284211216895188,-1.0568433426268236,54.803555651833314,22.383333333333333,2.041666666666664,20000,20260911,4000,-1.1763403372664665,-0.9444893798825983,51.097818265635574,58.14750339876874,145,3
geoprr_minus_deeplab,syncg,perspective_severe,1.055643228172077,25.979116303141677,-24.9234730749696,95.93656991310202,64.73333333333333,53.05833333333334,20000,20260912,4000,-25.69011819821227,-24.14879933632798,95.66682298730532,96.18265558367422,145,3
geoprr_minus_deeplab,syncg,combined_severe,1.2411200741384791,32.25412820571521,-31.01300813157673,96.15205822267873,65.67500000000001,57.233333333333334,20000,20260913,4000,-31.879914597099592,-30.12844297751784,95.8807475818521,96.40292324662583,145,3
geoprr_minus_deeplab,syncg,perspective_pair,0.963610503617386,13.953768712415599,-12.990158208798213,93.09426346761792,43.55833333333333,27.549999999999986,20000,20260914,8000,-13.384757301287049,-12.590103033859116,92.64822409313948,93.4992941647495,145,3
